type,title,release_year,duration,listed_in,description
TV Show,Jim Henson's Jack and the Beanstalk: The Real Story,2001,1 Season,Adventure,"Wealthy developer Jack Robinson (Matthew Modine, Netflix's ""Stranger Things"") has big plans for his ""Magic Castle Resort and Casino"" – at least until the crew discovers the bones of a giant beneath the dig-site, setting into motion strange events that turn Jack's life upside down. Stunning visual effects from the Jim Henson Company bring this modern spin on the beloved fairy tale to life."
TV Show,Hunters,2020,1 Season,Adventure,"Inspired by true events, HUNTERS follows a diverse band of Nazi Hunters in 1977 New York City who discover that hundreds of escaped Nazis are living in America. And so, they do what any bad-ass vigilante squad would do: they set out on a bloody quest for revenge and justice. But they soon discover a far-reaching conspiracy and must race against time to thwart the Nazis’ new genocidal plans."
TV Show,Dragon Quest Builders 2 Playthrough with Mega Mike,2019,1 Season,Adventure,"In the world of Dragon Quest Builders, master builders are a sought after commodity. With the power to shape the world around them, they can fight monsters, build shelters and foster communities. Join Mega Mike on his journey to bring a deserted island back to its former glory. Will he prevail over the forces of darkness?"
TV Show,Chasing The Crown: Dreamers to Streamers,2020,1 Season,Adventure,Three Twitch streamers have their sights set on becoming the next big name in gaming. They'll compete in a series of challenges to secure a spot in Prime Gaming's Twitch tournament: the Crown Cup.
TV Show,Inference Notes,2017,1 Season,Adventure,"This is a mystery-solving adventure story about an idol girl Xiao Zaoan (with a hidden personality named Ai DiSheng) and genius detective Mi Ka Ka who experienced a series of revenge cases together and fight against a secret organization named Poker. While resolving the cases, Xia Zaoan's another personality Ai Disheng is also emerging gradually...In Mandarin with English captions"
TV Show,The Wheel of Time,2021,1 Season,Adventure,"Set in an epic fantasy world, The Wheel of Time follows Moiraine (Rosamund Pike), a member of the incredibly powerful all-female organization called the Aes Sedai, as she arrives in the small town of Two Rivers. There, she embarks on a dangerous, world-spanning journey with five young villagers, one of whom is prophesied to be the Dragon Reborn... the one who will either save or destroy humanity."
