type,title,release_year,duration,listed_in,description
Movie,Children of the Sea,2019,112 min,Anime Features,"Ruka spends her summer at the aquarium, where she’s drawn into an enigmatic aquatic event alongside two mysterious boys raised in the ocean."
Movie,Violet Evergarden: Eternity and the Auto Memory Doll,2019,91 min,Anime Features,A lonely young woman feels trapped at her all girls' school. But metal hands and heartfelt letters warm her heart when Violet becomes her tutor.
Movie,Fireworks,2017,91 min,Anime Features,"Middle schooler Nazuna desperately wants to run away with her classmate Norimichi, who somehow turns back time on this fateful summer's day."
Movie,K-on! the movie,2011,110 min,Anime Features,The seniors in Sakuragaoka High School's music club live out the graduation trip of their dreams when they celebrate by performing in London.
Movie,The Garden of Words,2013,46 min,Anime Features,"When a lonely teenager skips his morning classes to sit in a lovely garden, he meets a mysterious older woman who shares his feelings of alienation."
Movie,A Silent Voice,2016,130 min,Anime Features,A former class bully reaches out to the deaf girl he'd tormented in grade school. He feels unworthy of redemption but tries to make things right.
Movie,Flavors of Youth: International Version,2018,74 min,Anime Features,"Memories in a bowl of steaming noodles, a fading beauty finding her way and a bittersweet first love – all in these stories of city life in China."
Movie,Miss Hokusai,2015,90 min,Anime Features,"Herself a talented artist, O-Ei works with her father, Tetsuzo, later known as Hokusai, on the woodblock prints that would make Edo famous worldwide."
