type,title,release_year,duration,listed_in,description
TV Show,30 Rock,2012,7 Seasons,TV Comedies,Liz Lemon juggles the demands of running an NBC sketch comedy show with trying to fix her disaster of a personal life and eating her night cheese.
TV Show,44 Cats,2020,3 Seasons,Kids TV,"Paw-esome tales abound when singing furry friends Lampo, Milady, Pilou and Meatball band together."
TV Show,Darwin’s Game,2020,1 Season,Anime Series,High schooler Kaname activates a mysterious mobile app and unwittingly joins a game pitting players with supernatural abilities against each other.
TV Show,Friday Night Lights,2010,5 Seasons,TV Dramas,Eric Taylor faces enormous pressure when he signs on as the new coach of a small-town Texas football team that's poised to win the state championship.
TV Show,Hunter X Hunter (2011),2014,6 Seasons,Anime Series,"To fulfill his dreams of becoming a legendary Hunter like his dad, a young boy must pass a rigorous examination and find his missing father."
TV Show,Charmed,2021,3 Seasons,TV Dramas,"After their mother’s tragic death, a trio of sisters bond over their newfound powers, vanquish demons and band together to defend their magical legacy."
TV Show,Centaurworld,2021,1 Season,Kids,"On a quest to reunite with her trusty rider, a fearless war horse journeys through a whimsical world filled with magic, adventure and singing centaurs."
TV Show,Glow Up,2021,3 Seasons,Reality TV,"In this competition show, aspiring makeup artists navigate colorful challenges to win a career-making opportunity in the beauty industry."
TV Show,Khawatir,2009,1 Season,Reality TV,Saudi media personality Ahmad Al Shugairi travels around the world on a quest for knowledge in various cities while offering his personal reflections.
TV Show,Myth & Mogul: John DeLorean,2021,1 Season,Crime TV Shows,"In the automotive world, John DeLorean rose from engineer to executive to icon. But under the hood of his self-created legend lies darkness and deceit."
TV Show,Outer Banks,2021,2 Seasons,TV Action & Adventure,"On an island of haves and have-nots, teen John B enlists his three best friends to hunt for a legendary treasure linked to his father's disappearance."
TV Show,Transformers: War for Cybertron: Kingdom,2021,1 Season,Anime Series,The frantic race to locate the Allspark first culminates on a strange planet as the future comes crashing through to the present day.
TV Show,Tattoo Redo,2021,1 Season,Reality TV,"Bad tattoos walk in. Great tattoos walk out. Top artists transform tattoo disasters into stunning cover-ups, with designs chosen by clients' loved ones."
TV Show,The Flash,2021,7 Seasons,Crime TV Shows,A forensics expert who wakes from a coma with amazing new powers squares off against forces threatening the city in this live-action superhero romp.
