type,title,release_year,duration,listed_in,description
Movie,Day of Destiny,2021,110 min,Family Movies,"With their family facing financial woes, two teen brothers seize an opportunity to reverse their bad fortunes by traveling 20 years back in time."
Movie,Ratchet and Clank,2016,94 min,Family Movies,Affable alien Ratchet longs to be a Galactic Ranger and might get the chance when rogue robot Clank tells him of evil Drek's plot to destroy a galaxy.
Movie,Dennis the Menace,1993,96 min,Family Movies,"The bane of George's life is a little boy named Dennis. But when a cunning thief attempts to rob George, Dennis may be the only one who can stop him."
Movie,Kung Fu Panda,2008,94 min,Family Movies,"When a powerful villain comes after peace in his valley, a lazy panda rises to the challenge to realize his destiny and become a kung fu warrior."
Movie,Kung Fu Panda 2,2011,93 min,Family Movies,"With his fists up and belly full, Po embarks on a perilous journey with the Furious Five to take on a frightful new enemy and save the art of kung fu."
Movie,Snow Day,2000,89 min,Family Movies,"When a snow day shuts down the whole town, the Wheeler family cuts loose. Hal makes a play for the most popular girl in his school, 10-year-old Natalie takes on the dreaded snowplow man, and Dad gets into a showdown with a rival meteorologist."
Movie,Stuart Little,1999,85 min,Family Movies,"When his parents adopt a mouse instead of a little boy, George realizes brothers come in all shapes and sizes. But Snowbell the cat is not so welcoming."
Movie,The Karate Kid,1984,127 min,Family Movies,"When a bullied teen befriends an unassuming martial arts master, he’ll learn life lessons — and the right moves — to beat back his merciless rivals."
Movie,The Karate Kid Part II,1986,113 min,Family Movies,"Daniel and his martial-arts mentor, Mr. Miyagi, visit Okinawa where they battle a hostile new nemesis and a former foe looking to settle an old score."
Movie,The Karate Kid Part III,1989,112 min,Family Movies,A returning adversary threatens the bond between karate champ Daniel and mentor Mr. Miyagi with an intricate plan for revenge and a brutal challenger.
Movie,Skater Girl,2021,110 min,Family Movies,"When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete."
Movie,Wish Dragon,2021,102 min,Family Movies,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.
Movie,Kitty Love: An Homage to Cats,2021,61 min,Family Movies,"Famous feline Abatutu presents this charming celebration of cats, showcasing their finest and friskiest moments with a collection of home videos."
Movie,Super Monsters: Once Upon a Rhyme,2021,25 min,Family Movies,"From Goldilocks to Hansel and Gretel, the Super Monsters reimagine classic fairy tales and favorite nursery rhymes with a musical, magical spin!"
Movie,Dog Gone Trouble,2021,88 min,Family Movies,The privileged life of a pampered dog named Trouble is turned upside-down when he gets lost and must learn to survive on the big-city streets.
Movie,Blue Miracle,2021,97 min,Family Movies,"To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition."
Movie,Home,2015,94 min,Family Movies,"When misfit alien Oh mistakenly sends a party invite to the entire galaxy, he goes on the run to avoid trouble and befriends spunky human girl Tip."
Movie,Little Singham Future mein Satakli,2021,47 min,Family Movies,"Little Singham and his crew travel to the year 2050 to rescue kids from the evil rule of Junglee Joker, who has forbidden them from laughter or play!"
Movie,Spy Kids: All the Time in the World,2011,88 min,Family Movies,Twins Rebecca and Cecil spring into action with their retired secret agent stepmother to stop a time-manipulating mastermind and his nefarious plans.
Movie,Jungle Beat: The Movie,2021,90 min,Family Movies,"When a lost and lonely alien crash-lands on Earth, his new crew of talking animal friends helps him get back home — and try to save the world!"
Movie,Aliens Stole My Body,2020,88 min,Family Movies,The Galactic Patrol is on the hunt for Deputy Rod Allbright's body. Now they must team up with old and new friends to stop the body-snatching fiend.
Movie,Hachi: A Dog's Tale,2009,93 min,Family Movies,"When his master dies, a loyal pooch named Hachiko keeps a vigil for more than a decade at the train station where he once greeted his owner every day."
Movie,Madagascar 3: Europe's Most Wanted,2012,96 min,Family Movies,"Next stop: New York! But to get back home, Alex and friends must hitch a ride with a traveling European circus and evade an evil animal-control officer."
Movie,Motu Patlu in Dragon's World,2017,78 min,Family Movies,"A trip to a magical land of dragons turns action-packed when Motu, Patlu and friends must help protect the kingdom from an evil neighbor."
